subitem_id,project_code,project_code_raw,project_code_normalized,project_name,category,batch_no,publish_year,entry_type,region_raw,province,province_map_name,city_code,county_code,applicant_region_or_unit,protection_unit_raw,protection_unit_normalized,source_url,collected_at,raw_record_id,manual_review_status
subitem_12387,I-136,I-136,I-136,杞人忧天传说,民间文学,4,2014,new,河南省杞县,河南省,河南省,410200,410221,河南省杞县,杞县人民文化馆（杞县送戏下乡艺术团）,杞县人民文化馆(杞县送戏下乡艺术团),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12387,
subitem_12388,I-137,I-137,I-137,三国传说,民间文学,4,2014,new,湖北省,湖北省,湖北省,,,湖北省,湖北省群众艺术馆（湖北省非物质文化遗产保护中心）,湖北省群众艺术馆(湖北省非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12388,
subitem_12389,I-138,I-138,I-138,伯牙子期传说,民间文学,4,2014,new,湖北省武汉市,湖北省,湖北省,420100,,湖北省武汉市,武汉市群众艺术馆,武汉市群众艺术馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12389,
subitem_12390,I-139,I-139,I-139,尹吉甫传说,民间文学,4,2014,new,湖北省房县,湖北省,湖北省,420300,420325,湖北省房县,房县文化馆,房县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12390,
subitem_12212,I-14,I-14,I-14,耿村民间故事,民间文学,1,2006,new,河北省藁城市,河北省,河北省,130100,130182,"河北省藁城市 <br /> <br /> 耿村隶属河北省藁城市常安镇,西距藁城市12公里,古属中山国",石家庄市藁城区文化馆,石家庄市藁城区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12212,
subitem_12391,I-140,I-140,I-140,苏仙传说,民间文学,4,2014,new,湖南省郴州市苏仙区,湖南省,湖南省,431000,431003,湖南省郴州市苏仙区,郴州市苏仙区文化馆,郴州市苏仙区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12391,
subitem_12392,I-141,I-141,I-141,毕阿史拉则传说,民间文学,4,2014,new,四川省金阳县,四川省,四川省,513400,513430,四川省金阳县,金阳县文化馆,金阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12392,
subitem_12393,I-142,I-142,I-142,仓颉传说,民间文学,4,2014,new,陕西省白水县,陕西省,陕西省,610500,610527,陕西省白水县,白水县文化馆,白水县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12393,
subitem_12394,I-142,I-142,I-142,仓颉传说,民间文学,4,2014,new,陕西省洛南县,陕西省,陕西省,611000,611021,陕西省洛南县,洛南县文化馆,洛南县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12394,
subitem_12395,I-143,I-143,I-143,骆驼泉传说,民间文学,4,2014,new,青海省循化撒拉族自治县,青海省,青海省,630200,630225,青海省循化撒拉族自治县,循化撒拉族自治县文化馆,循化撒拉族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12395,
subitem_12396,I-144,I-144,I-144,回族民间故事,民间文学,4,2014,new,宁夏回族自治区泾源县,宁夏回族自治区,宁夏回族自治区,640400,640424,宁夏回族自治区泾源县,泾源县文化馆,泾源县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12396,
subitem_12397,I-145,I-145,I-145,广禅侯故事,民间文学,4,2014,new,山西省阳城县,山西省,山西省,140500,140522,山西省阳城县,阳城县文化馆,阳城县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12397,
subitem_12398,I-146,I-146,I-146,解缙故事,民间文学,4,2014,new,江西省吉水县,江西省,江西省,360800,360822,江西省吉水县,吉水县文化馆,吉水县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12398,
subitem_12399,I-147,I-147,I-147,壮族百鸟衣故事,民间文学,4,2014,new,广西壮族自治区横县,广西壮族自治区,广西壮族自治区,450100,450127,广西壮族自治区横县,横县文化馆（横县非物质文化遗产保护中心）,横县文化馆(横县非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12399,
subitem_12400,I-148,I-148,I-148,阿凡提故事,民间文学,4,2014,new,新疆维吾尔自治区喀什地区,新疆维吾尔自治区,新疆维吾尔自治区,653100,,新疆维吾尔自治区喀什地区,喀什地区文化馆,喀什地区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12400,
subitem_12401,I-149,I-149,I-149,广阳镇民间故事,民间文学,4,2014,new,重庆市南岸区,重庆市,重庆市,500100,500108,重庆市南岸区,重庆市南岸区文化馆,重庆市南岸区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12401,
subitem_12213,I-15,I-15,I-15,伍家沟民间故事,民间文学,1,2006,new,湖北省丹江口市,湖北省,湖北省,420300,420381,"湖北省丹江口市 <br /> <br /> 伍家沟村系湖北省丹江口市西部六里坪镇的一个行政村落,毗邻丹江库区,素有“九沟十八洼,一百单八岔,岔岔有人家”之说",丹江口市文化馆,丹江口市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12213,
subitem_12402,I-150,I-150,I-150,西王母神话,民间文学,4,2014,new,新疆维吾尔自治区阜康市,新疆维吾尔自治区,新疆维吾尔自治区,652300,652302,新疆维吾尔自治区阜康市,新疆天池管理委员会（新疆天山天池风景名胜区管理委员会、新疆天池博格达峰自然保护区管理局）,新疆天池管理委员会(新疆天山天池风景名胜区管理委员会、新疆天池博格达峰自然保护区管理局),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12402,
subitem_12403,I-151,I-151,I-151,盘王大歌,民间文学,4,2014,new,湖南省江华瑶族自治县,湖南省,湖南省,431100,431129,湖南省江华瑶族自治县,江华瑶族自治县文化馆,江华瑶族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12403,
subitem_12404,I-152,I-152,I-152,玛牧,民间文学,4,2014,new,四川省喜德县,四川省,四川省,513400,513432,四川省喜德县,喜德县文化馆（喜德县美术馆）,喜德县文化馆(喜德县美术馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12404,
subitem_12405,I-153,I-153,I-153,黑白战争,民间文学,4,2014,new,云南省丽江市古城区,云南省,云南省,530700,530702,云南省丽江市古城区,古城区非物质文化遗产保护管理中心,古城区非物质文化遗产保护管理中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12405,
subitem_12406,I-154,I-154,I-154,祁家延西,民间文学,4,2014,new,青海省互助土族自治县,青海省,青海省,630200,630223,青海省互助土族自治县,互助土族自治县文化馆,互助土族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12406,
subitem_12407,I-155,I-155,I-155,常山喝彩歌谣,民间文学,4,2014,new,浙江省常山县,浙江省,浙江省,330800,330822,浙江省常山县,常山县文化馆,常山县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,12407,
subitem_23436,I-156,I-156,I-156,八大处传说,民间文学,5,2021,new,北京市石景山区,北京市,北京市,110100,110107,北京市石景山区,北京市八大处公园管理处,北京市八大处公园管理处,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23436,
subitem_23437,I-157,I-157,I-157,玄奘传说,民间文学,5,2021,new,河南省洛阳市偃师区,河南省,河南省,410300,410381,河南省洛阳市偃师区,洛阳市偃师区人民文化馆,洛阳市偃师区人民文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23437,
subitem_23438,I-158,I-158,I-158,女娲传说,民间文学,5,2021,new,湖北省十堰市竹山县,湖北省,湖北省,420300,420323,湖北省十堰市竹山县,竹山县文化馆,竹山县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23438,
subitem_23439,I-159,I-159,I-159,老司城传说,民间文学,5,2021,new,湖南省湘西土家族苗族自治州永顺县,湖南省,湖南省,433100,433127,湖南省湘西土家族苗族自治州永顺县,永顺县非物质文化遗产保护中心,永顺县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23439,
subitem_12214,I-16,I-16,I-16,下堡坪民间故事,民间文学,1,2006,new,湖北省宜昌市夷陵区,湖北省,湖北省,420500,420506,"湖北省宜昌市夷陵区 <br /> <br /> 湖北省宜昌市夷陵区下堡坪乡位于长江西陵峡北岸的崇山峻岭间,自古以来,这里富庶稳定,教育文化事业相对兴旺,但交通却十分不便",宜昌市夷陵区文化馆,宜昌市夷陵区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12214,
subitem_23440,I-160,I-160,I-160,珠玑巷人南迁传说,民间文学,5,2021,new,广东省韶关市南雄市,广东省,广东省,440200,440282,广东省韶关市南雄市,南雄市非物质文化遗产传承保护中心,南雄市非物质文化遗产传承保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23440,
subitem_23441,I-161,I-161,I-161,张骞传说,民间文学,5,2021,new,陕西省汉中市城固县,陕西省,陕西省,610700,610722,陕西省汉中市城固县,城固县文化馆,城固县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23441,
subitem_23442,I-162,I-162,I-162,藏族民间传说(年保玉则传说),民间文学,5,2021,new,青海省果洛藏族自治州久治县,青海省,青海省,632600,632625,青海省果洛藏族自治州久治县,久治县文化馆,久治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23442,
subitem_23443,I-163,I-163,I-163,鄂温克族民间故事,民间文学,5,2021,new,内蒙古自治区呼伦贝尔市鄂温克族自治旗,内蒙古自治区,内蒙古自治区,150700,150724,内蒙古自治区呼伦贝尔市鄂温克族自治旗,鄂温克族自治旗文化旅游事业发展中心（鄂温克族自治旗文化馆、鄂温克族自治旗非物质文化遗产保护中心）,鄂温克族自治旗文化旅游事业发展中心(鄂温克族自治旗文化馆、鄂温克族自治旗非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23443,
subitem_23444,I-164,I-164,I-164,包公故事,民间文学,5,2021,new,安徽省合肥市,安徽省,安徽省,340100,,安徽省合肥市,合肥市文化馆,合肥市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23444,
subitem_23445,I-165,I-165,I-165,仫佬族古歌,民间文学,5,2021,new,广西壮族自治区河池市罗城仫佬族自治县,广西壮族自治区,广西壮族自治区,451200,451225,广西壮族自治区河池市罗城仫佬族自治县,罗城仫佬族自治县文化馆,罗城仫佬族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23445,
subitem_23446,I-166,I-166,I-166,巴狄雄萨滚,民间文学,5,2021,new,贵州省铜仁市松桃苗族自治县,贵州省,贵州省,522200,520628,贵州省铜仁市松桃苗族自治县,松桃苗族自治县文化馆,松桃苗族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23446,
subitem_23447,I-167,I-167,I-167,都玛简收,民间文学,5,2021,new,云南省红河哈尼族彝族自治州绿春县,云南省,云南省,532500,532531,云南省红河哈尼族彝族自治州绿春县,绿春县文化馆（绿春县非物质文化遗产保护中心）,绿春县文化馆(绿春县非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=3,2026-08-06T10:14:57+00:00,23447,
subitem_12215,I-17,I-17,I-17,走马镇民间故事,民间文学,1,2006,new,重庆市九龙坡区,重庆市,重庆市,500100,500107,"重庆市九龙坡区 <br /> <br /> 走马镇是重庆市九龙坡区的一个镇子,这里流传着一种由以“走马”(赶马)为职业的人群口头创作并传承的民间故事,人们通常将其称作“走马故事”",重庆市九龙坡区文化馆,重庆市九龙坡区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12215,
subitem_12216,I-18,I-18,I-18,古渔雁民间故事,民间文学,1,2006,new,辽宁省大洼县,辽宁省,辽宁省,211100,211121,"辽宁省大洼县 <br /> <br /> 古往今来,辽河口海域的二界沟小镇一直是特殊的打鱼人群体——“古渔雁”的落脚聚集之地",盘锦市大洼区文化体育旅游发展促进中心（大洼区总工会文体活动管理中心）,盘锦市大洼区文化体育旅游发展促进中心(大洼区总工会文体活动管理中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12216,
subitem_12217,I-19,I-19,I-19,喀左东蒙民间故事,民间文学,1,2006,new,辽宁省喀喇沁左翼蒙古族自治县,辽宁省,辽宁省,211300,211324,"辽宁省喀喇沁左翼蒙古族自治县 <br /> <br /> 喀喇沁及东蒙各部的蒙古族较早就定居下来,由游牧转向农耕",喀喇沁左翼蒙古族自治县公共文化和广播电视工作服务中心,喀喇沁左翼蒙古族自治县公共文化和广播电视工作服务中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12217,
subitem_12180,I-2,I-2,I-2,布洛陀,民间文学,1,2006,new,广西壮族自治区田阳县,广西壮族自治区,广西壮族自治区,451000,451021,"广西壮族自治区田阳县 <br /> <br /> 布洛陀是壮族先民口头文学中的神话人物,是创世神、始祖神和道德神",田阳县文化馆,田阳县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:53+00:00,12180,
subitem_12218,I-20,I-20,I-20,谭振山民间故事,民间文学,1,2006,new,辽宁省新民市,辽宁省,辽宁省,210100,210181,"辽宁省新民市 <br /> <br /> 谭振山,男,著名民间故事讲述家,祖籍河北,1925年农历十一月十日生于辽宁省新民市罗家房乡太平庄村",新民市文化馆（新民市考古和文物保护中心）,新民市文化馆(新民市考古和文物保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12218,
subitem_12219,I-21,I-21,I-21,河间歌诗,民间文学,1,2006,new,河北省河间市,河北省,河北省,130900,130984,"河北省河间市 <br /> <br /> 河间市地处河北省中南部的冀中平原腹地,因位于滹沱、中堡二河之间而得名(另一说为九河之间)",河间市文化馆,河间市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12219,
subitem_12220,I-22,I-22,I-22,吴歌,民间文学,1,2006,new,江苏省苏州市,江苏省,江苏省,320500,,"江苏省苏州市 <br /> <br /> 吴歌是吴语方言地区广大民众的口头文学创作,发源于江苏省东南部,苏州地区是吴歌产生发展的中心地区",苏州市非物质文化遗产保护管理办公室（苏州市文化研究中心）,苏州市非物质文化遗产保护管理办公室(苏州市文化研究中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12220,
subitem_12221,I-22,I-22,I-22,吴歌,民间文学,2,2008,extension,上海市青浦区,上海市,上海市,310100,310118,"上海市青浦区 <br /> <br /> 吴地民歌民谣总称“吴歌”,它是吴文化的重要组成部分",上海市青浦区文化馆（上海青浦画院）,上海市青浦区文化馆(上海青浦画院),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12221,
subitem_12222,I-22,I-22,I-22,吴歌,民间文学,2,2008,extension,江苏省无锡市,江苏省,江苏省,320200,,"江苏省无锡市 <br /> <br /> 吴地民歌民谣总称“吴歌”,它是吴文化的重要组成部分",无锡市锡山区吴歌锡剧研究会,无锡市锡山区吴歌锡剧研究会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12222,
subitem_12223,I-23,I-23,I-23,刘三姐歌谣,民间文学,1,2006,new,广西壮族自治区宜州市,广西壮族自治区,广西壮族自治区,451200,451281,"广西壮族自治区宜州市 <br /> <br /> “如今广西成歌海,都是三姐亲口传",河池市宜州区刘三姐文化传承中心（河池市宜州区非物质文化遗产保护中心）,河池市宜州区刘三姐文化传承中心(河池市宜州区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12223,
subitem_12224,I-24,I-24,I-24,四季生产调,民间文学,1,2006,new,云南省红河哈尼族彝族自治州,云南省,云南省,532500,,"云南省红河哈尼族彝族自治州 <br /> <br /> 哈尼族四季生产调流传于云南省红河哈尼族彝族自治州红河、元阳、绿春、金平、建水等县的哈尼族聚居区,其起源时间的下限不晚于唐代",红河哈尼族彝族自治州非物质文化遗产保护中心,红河哈尼族彝族自治州非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12224,
subitem_12225,I-25,I-25,I-25,玛纳斯,民间文学,1,2006,new,新疆维吾尔自治区文联民间文艺家协会,新疆维吾尔自治区,新疆维吾尔自治区,,,"新疆维吾尔自治区文联民间文艺家协会 <br /> <br /> 《玛纳斯》是柯尔克孜族的英雄史诗,描写了英雄玛纳斯及其七代子孙前仆后继、率领柯尔克孜人民与外来侵略者和各种邪恶势力进行斗争的事迹",新疆维吾尔自治区民间文艺家协会，新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）,"新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区艺术研究所(新疆维吾尔自治区非物质文化遗产保护研究中心)",http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12225,
subitem_12227,I-25,I-25,I-25,玛纳斯,民间文学,1,2006,new,新疆维吾尔自治区克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,新疆维吾尔自治区,653000,,"新疆维吾尔自治区克孜勒苏柯尔克孜自治州 <br /> <br /> 《玛纳斯》是柯尔克孜族的英雄史诗,描写了英雄玛纳斯及其七代子孙前仆后继、率领柯尔克孜人民与外来侵略者和各种邪恶势力进行斗争的事迹",克孜勒苏柯尔克孜自治州非物质文化遗产保护（玛纳斯保护研究）中心,克孜勒苏柯尔克孜自治州非物质文化遗产保护(玛纳斯保护研究)中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12227,
subitem_12228,I-26,I-26,I-26,江格尔,民间文学,1,2006,new,新疆维吾尔自治区文联民间文艺家协会,新疆维吾尔自治区,新疆维吾尔自治区,,,"新疆维吾尔自治区文联民间文艺家协会 <br /> <br /> 《江格尔》是蒙古族英雄史诗,主要流传于中国新疆维吾尔自治区阿尔泰山一带的蒙古族聚居区",新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区民间文艺家协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12228,
subitem_12229,I-26,I-26,I-26,江格尔,民间文学,1,2006,new,新疆维吾尔自治区博尔塔拉蒙古自治州,新疆维吾尔自治区,新疆维吾尔自治区,652700,,"新疆维吾尔自治区博尔塔拉蒙古自治州 <br /> <br /> 《江格尔》是蒙古族英雄史诗,主要流传于中国新疆维吾尔自治区阿尔泰山一带的蒙古族聚居区",博尔塔拉蒙古自治州文化馆,博尔塔拉蒙古自治州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12229,
subitem_12230,I-26,I-26,I-26,江格尔,民间文学,1,2006,new,新疆维吾尔自治区巴音郭楞蒙古自治州,新疆维吾尔自治区,新疆维吾尔自治区,652800,,"新疆维吾尔自治区巴音郭楞蒙古自治州 <br /> <br /> 《江格尔》是蒙古族英雄史诗,主要流传于中国新疆维吾尔自治区阿尔泰山一带的蒙古族聚居区",新疆巴音郭楞蒙古自治州文化馆,新疆巴音郭楞蒙古自治州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12230,
subitem_12231,I-26,I-26,I-26,江格尔,民间文学,1,2006,new,新疆维吾尔自治区和布克塞尔蒙古自治县,新疆维吾尔自治区,新疆维吾尔自治区,654200,654226,"新疆维吾尔自治区和布克塞尔蒙古自治县 <br /> <br /> 《江格尔》是蒙古族英雄史诗,主要流传于中国新疆维吾尔自治区阿尔泰山一带的蒙古族聚居区",和布克赛尔蒙古自治县非物质文化遗产保护中心,和布克赛尔蒙古自治县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12231,
subitem_23635,I-26,I-26,I-26,江格尔,民间文学,5,2021,extension,内蒙古自治区,内蒙古自治区,内蒙古自治区,,,内蒙古自治区,内蒙古自治区艺术研究院（内蒙古自治区非物质文化遗产保护中心）,内蒙古自治区艺术研究院(内蒙古自治区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,23635,
subitem_12232,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,中国社会科学院《格萨(斯)尔》办公室,中直单位,,,,"中国社会科学院《格萨(斯)尔》办公室 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",中国社会科学院《格萨（斯）尔》办公室,中国社会科学院《格萨(斯)尔》办公室,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12232,
subitem_12233,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,内蒙古自治区,内蒙古自治区,内蒙古自治区,,,"内蒙古自治区 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",内蒙古自治区少数民族古籍征集研究室,内蒙古自治区少数民族古籍征集研究室,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12233,
subitem_12234,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,四川省,四川省,四川省,,,"四川省 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",甘孜藏族自治州文化馆,甘孜藏族自治州文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12234,
subitem_12235,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,云南省,云南省,云南省,,,"云南省 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",迪庆藏族自治州非物质文化遗产保护中心,迪庆藏族自治州非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12235,
subitem_12236,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,西藏自治区,西藏自治区,西藏自治区,,,"西藏自治区 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",西藏自治区文化厅,西藏自治区文化厅,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12236,
subitem_12237,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,甘肃省,甘肃省,甘肃省,,,"甘肃省 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",西北民族大学,西北民族大学,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12237,
subitem_12238,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,青海省,青海省,青海省,,,"青海省 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",青海省文学艺术界联合会,青海省文学艺术界联合会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12238,
subitem_12239,I-27,I-27,I-27,格萨(斯)尔,民间文学,1,2006,new,新疆维吾尔自治区,新疆维吾尔自治区,新疆维吾尔自治区,,,"新疆维吾尔自治区 <br /> <br /> 传唱千年的史诗《格萨(斯)尔》流传于中国青藏高原的藏、蒙、土、裕固、纳西、普米等民族中,以口耳相传的方式讲述了格萨尔王降临下界后降妖除魔、抑强扶弱、统一各部,最后回归天国的英雄业绩",新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区民间文艺家协会,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00,12239,
